rxn_index,rxn,min,max,subsystem
893,MAR04408,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
894,MAR04410,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
895,MAR04454,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
896,MAR04456,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
897,MAR04458,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
898,MAR04465,0,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
899,MAR04585,-999.999932325472,-0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
900,MAR04586,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
901,MAR04587,0,-0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
902,MAR04588,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
903,MAR04589,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
904,MAR04652,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
905,MAR05294,0,999.999932325472,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
906,MAR05297,0,834.872456393521,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
907,MAR06411,0,834.872455964837,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
908,MAR06413,0,834.872455964837,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
909,MAR06414,0,834.872455964837,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
910,MAR08743,-1000,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
911,MAR08772,0,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
912,MAR08773,0,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
913,MAR08775,0,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
914,MAR08777,0,-0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
915,MAR08778,0,-0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
916,MAR08779,0,-0,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
917,MAR08780,0,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
918,MAR08782,0,1000,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
919,MAR03975,0,-0,Oxidative phosphorylation
920,MAR03977,0,1000,Oxidative phosphorylation
921,MAR03979,0,-0,Oxidative phosphorylation
922,MAR06911,-1000,1000,Oxidative phosphorylation
923,MAR06912,0.000456098170047881,1000,Oxidative phosphorylation
924,MAR06914,0,999.955724851077,Oxidative phosphorylation
925,MAR06916,0,1000,Oxidative phosphorylation
926,MAR06918,0,1000,Oxidative phosphorylation
927,MAR06921,0,1000,Oxidative phosphorylation
928,MAR03960,0,-0,ROS detoxification
929,MAR03980,0,999.953556572211,ROS detoxification
930,MAR03982,0,919.973530786579,ROS detoxification
931,MAR08413,0,-0,ROS detoxification
932,MAR08415,0,-0,ROS detoxification
933,MAR00156,0,673.562015045013,Fatty acid activation (cytosolic)
934,MAR00165,0,-0,Fatty acid activation (cytosolic)
935,MAR00168,0,825.560771404949,Fatty acid activation (cytosolic)
936,MAR00171,0,-0,Fatty acid activation (cytosolic)
937,MAR00174,0,950.921841973205,Fatty acid activation (cytosolic)
938,MAR00177,0,-0,Fatty acid activation (cytosolic)
939,MAR00180,0,-0,Fatty acid activation (cytosolic)
940,MAR00184,0,-0,Fatty acid activation (cytosolic)
941,MAR00188,-1000,215.986870706287,Fatty acid activation (cytosolic)
942,MAR00192,-1000,-0,Fatty acid activation (cytosolic)
943,MAR00196,-1000,-0,Fatty acid activation (cytosolic)
944,MAR00200,0,1000,Fatty acid activation (cytosolic)
945,MAR00204,0,1000,Fatty acid activation (cytosolic)
946,MAR00209,-1000,-0,Fatty acid activation (cytosolic)
947,MAR00213,-1000,-0,Fatty acid activation (cytosolic)
948,MAR00217,-1000,-0,Fatty acid activation (cytosolic)
949,MAR00226,-1000,1000,Fatty acid activation (cytosolic)
950,MAR00233,-1000,-0,Fatty acid activation (cytosolic)
951,MAR00237,-1000,-3.585687533568e-05,Fatty acid activation (cytosolic)
952,MAR00241,0,1000,Fatty acid activation (cytosolic)
953,MAR00245,-1000,-0,Fatty acid activation (cytosolic)
954,MAR00249,-1000,-0,Fatty acid activation (cytosolic)
955,MAR00255,0,1000,Fatty acid activation (cytosolic)
956,MAR00259,-1000,-0,Fatty acid activation (cytosolic)
957,MAR00263,0,1000,Fatty acid activation (cytosolic)
958,MAR00267,-1000,1000,Fatty acid activation (cytosolic)
959,MAR00271,-706.920400413083,-0,Fatty acid activation (cytosolic)
960,MAR00275,0,1000,Fatty acid activation (cytosolic)
961,MAR00279,-1000,-0,Fatty acid activation (cytosolic)
962,MAR00283,-1000,-0,Fatty acid activation (cytosolic)
963,MAR00289,0,1000,Fatty acid activation (cytosolic)
964,MAR00293,-1000,-0,Fatty acid activation (cytosolic)
965,MAR00297,0,1000,Fatty acid activation (cytosolic)
966,MAR00301,-1000,-0,Fatty acid activation (cytosolic)
967,MAR00305,-1000,-0,Fatty acid activation (cytosolic)
968,MAR00309,-1000,-0,Fatty acid activation (cytosolic)
969,MAR00313,-1000,-0,Fatty acid activation (cytosolic)
970,MAR00319,-1000,-0,Fatty acid activation (cytosolic)
971,MAR00323,-1000,-0,Fatty acid activation (cytosolic)
972,MAR00327,-1000,-0,Fatty acid activation (cytosolic)
973,MAR00331,-1000,-0,Fatty acid activation (cytosolic)
974,MAR00337,-1000,-0,Fatty acid activation (cytosolic)
975,MAR00341,-1000,-0,Fatty acid activation (cytosolic)
976,MAR00345,-1000,-0,Fatty acid activation (cytosolic)
977,MAR00349,-1000,-0.00013745135545344,Fatty acid activation (cytosolic)
978,MAR00353,-1000,-0,Fatty acid activation (cytosolic)
979,MAR00357,-1000,-0,Fatty acid activation (cytosolic)
980,MAR00361,-1000,333.31676697374,Fatty acid activation (cytosolic)
981,MAR00365,-1000,-0,Fatty acid activation (cytosolic)
982,MAR00369,0,1000,Fatty acid activation (cytosolic)
983,MAR00373,0,1000,Fatty acid activation (cytosolic)
984,MAR00377,-1000,-0,Fatty acid activation (cytosolic)
985,MAR00381,0,1000,Fatty acid activation (cytosolic)
986,MAR00385,0,1000,Fatty acid activation (cytosolic)
987,MAR00389,0,1000,Fatty acid activation (cytosolic)
988,MAR00393,0,1000,Fatty acid activation (cytosolic)
989,MAR00397,-1000,-0,Fatty acid activation (cytosolic)
990,MAR00401,-1000,-0,Fatty acid activation (cytosolic)
991,MAR00405,-1000,499.975149156575,Fatty acid activation (cytosolic)
992,MAR00409,-1000,333.31676697374,Fatty acid activation (cytosolic)
993,MAR00413,-1000,-0,Fatty acid activation (cytosolic)
994,MAR00417,0,1000,Fatty acid activation (cytosolic)
995,MAR00421,0,1000,Fatty acid activation (cytosolic)
996,MAR00425,0,1000,Fatty acid activation (cytosolic)
997,MAR00429,0,1000,Fatty acid activation (cytosolic)
998,MAR00433,0,1000,Fatty acid activation (cytosolic)
999,MAR00437,-1000,-0,Fatty acid activation (cytosolic)
1000,MAR02942,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1001,MAR02943,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1002,MAR02944,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1003,MAR02945,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1004,MAR02946,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1005,MAR02947,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1006,MAR02948,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1007,MAR02949,-279.463030356369,-0,Fatty acid activation (endoplasmic reticular)
1008,MAR02951,-279.463030356369,-0,Fatty acid activation (endoplasmic reticular)
1009,MAR02952,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1010,MAR02954,-279.463030356369,-0,Fatty acid activation (endoplasmic reticular)
1011,MAR02955,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1012,MAR02956,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1013,MAR02957,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1014,MAR02959,0,279.463030356369,Fatty acid activation (endoplasmic reticular)
1015,MAR02961,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1016,MAR02962,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1017,MAR02963,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1018,MAR02964,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1019,MAR02965,-279.463030356369,-0,Fatty acid activation (endoplasmic reticular)
1020,MAR02966,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1021,MAR02967,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1022,MAR02968,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1023,MAR02969,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1024,MAR02970,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1025,MAR02971,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1026,MAR02972,-279.463030356369,-0,Fatty acid activation (endoplasmic reticular)
1027,MAR02973,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1028,MAR02974,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1029,MAR02975,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1030,MAR02976,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1031,MAR02977,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1032,MAR02978,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1033,MAR02979,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1034,MAR02980,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1035,MAR02981,-207.109726908278,633.387878453245,Fatty acid activation (endoplasmic reticular)
1036,MAR02982,-279.463030356368,70.5850757409696,Fatty acid activation (endoplasmic reticular)
1037,MAR02983,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1038,MAR02984,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1039,MAR02985,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1040,MAR02986,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1041,MAR02987,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1042,MAR02988,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1043,MAR02989,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1044,MAR02990,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1045,MAR02991,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1046,MAR02992,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1047,MAR02994,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1048,MAR02996,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1049,MAR02998,-279.463030356368,-0,Fatty acid activation (endoplasmic reticular)
1050,MAR02999,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1051,MAR03000,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1052,MAR03001,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1053,MAR03002,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1054,MAR03003,0,279.463030356368,Fatty acid activation (endoplasmic reticular)
1055,MAR02152,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1056,MAR02153,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1057,MAR02154,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1058,MAR02155,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1059,MAR02156,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1060,MAR02157,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1061,MAR02158,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1062,MAR02159,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1063,MAR02160,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1064,MAR02161,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1065,MAR02162,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1066,MAR02163,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1067,MAR02164,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1068,MAR02165,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1069,MAR02166,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1070,MAR02167,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1071,MAR02168,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1072,MAR02169,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1073,MAR02170,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1074,MAR02171,0,199.999936652854,Fatty acid biosynthesis (even-chain)
1075,MAR02173,0,166.666613877378,Fatty acid biosynthesis (even-chain)
1076,MAR02174,0,1000,Fatty acid biosynthesis (even-chain)
1077,MAR02175,0,166.666613877378,Fatty acid biosynthesis (even-chain)
1078,MAR02176,0,166.666613877378,Fatty acid biosynthesis (even-chain)
1079,MAR02178,0,142.857097609181,Fatty acid biosynthesis (even-chain)
1080,MAR02179,0,142.857097609181,Fatty acid biosynthesis (even-chain)
1081,MAR02180,0,142.857097609181,Fatty acid biosynthesis (even-chain)
1082,MAR02181,0,142.857097609181,Fatty acid biosynthesis (even-chain)
1083,MAR04156,0,1000,Fatty acid biosynthesis (even-chain)
1084,MAR04295,0,-0,Fatty acid biosynthesis (even-chain)
1085,MAR02227,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1086,MAR02228,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1087,MAR02229,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1088,MAR02230,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1089,MAR02231,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1090,MAR02232,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1091,MAR02233,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1092,MAR02234,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1093,MAR02235,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1094,MAR02236,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1095,MAR02237,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1096,MAR02238,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1097,MAR02239,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1098,MAR02240,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1099,MAR02241,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1100,MAR02242,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1101,MAR02243,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1102,MAR02244,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1103,MAR02245,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1104,MAR02246,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1105,MAR02247,4.78091670964602e-05,199.999984462021,Fatty acid biosynthesis (odd-chain)
1106,MAR02249,4.18330212071802e-05,166.666660690521,Fatty acid biosynthesis (odd-chain)
1107,MAR02250,4.18330212071802e-05,166.666660690521,Fatty acid biosynthesis (odd-chain)
1108,MAR02251,4.18330212071802e-05,166.666660690521,Fatty acid biosynthesis (odd-chain)
1109,MAR02252,4.18330212071802e-05,166.666660690521,Fatty acid biosynthesis (odd-chain)
1110,MAR02254,3.585687533568e-05,142.857142857143,Fatty acid biosynthesis (odd-chain)
1111,MAR02255,3.585687533568e-05,142.857142857143,Fatty acid biosynthesis (odd-chain)
1112,MAR02256,3.585687533568e-05,142.857142857143,Fatty acid biosynthesis (odd-chain)
1113,MAR02257,3.585687533568e-05,142.857142857143,Fatty acid biosynthesis (odd-chain)
1114,MAR02305,2.390458355712e-05,1000,Fatty acid biosynthesis (unsaturated)
1115,MAR02307,2.390458355712e-05,1000,Fatty acid biosynthesis (unsaturated)
1116,MAR02309,2.390458355712e-05,1000,Fatty acid biosynthesis (unsaturated)
1117,MAR02311,2.390458355712e-05,1000,Fatty acid biosynthesis (unsaturated)
1118,MAR02315,1.792843766784e-05,1000,Fatty acid biosynthesis (unsaturated)
1119,MAR02317,1.792843766784e-05,1000,Fatty acid biosynthesis (unsaturated)
1120,MAR02319,1.792843766784e-05,1000,Fatty acid biosynthesis (unsaturated)
1121,MAR02321,1.792843766784e-05,1000,Fatty acid biosynthesis (unsaturated)
1122,MAR02324,1.195229177856e-05,125.011824289397,Fatty acid biosynthesis (unsaturated)
1123,MAR02326,1.195229177856e-05,125.011824289397,Fatty acid biosynthesis (unsaturated)
1124,MAR02328,1.195229177856e-05,125.011824289397,Fatty acid biosynthesis (unsaturated)
1125,MAR02330,1.195229177856e-05,125.011824289397,Fatty acid biosynthesis (unsaturated)
1126,MAR02332,5.97614588928e-06,111.119857723741,Fatty acid biosynthesis (unsaturated)
1127,MAR02334,5.97614588928e-06,111.119857723741,Fatty acid biosynthesis (unsaturated)
1128,MAR02336,5.97614588928e-06,111.119857723741,Fatty acid biosynthesis (unsaturated)
1129,MAR02338,5.97614588928e-06,111.119857723741,Fatty acid biosynthesis (unsaturated)
1130,MAR02342,5.97614588928e-06,1000,Fatty acid biosynthesis (unsaturated)
1131,MAR02343,5.97614588928e-06,1000,Fatty acid biosynthesis (unsaturated)
1132,MAR02344,5.97614588928e-06,1000,Fatty acid biosynthesis (unsaturated)
1133,MAR02345,5.97614588928e-06,1000,Fatty acid biosynthesis (unsaturated)
1134,MAR02347,1.195229177856e-05,146.839651666331,Fatty acid biosynthesis (unsaturated)
1135,MAR02348,1.195229177856e-05,146.839651666331,Fatty acid biosynthesis (unsaturated)
1136,MAR02349,1.195229177856e-05,146.839651666331,Fatty acid biosynthesis (unsaturated)
1137,MAR02350,1.195229177856e-05,146.839651666331,Fatty acid biosynthesis (unsaturated)
1138,MAR02353,5.97614588928e-06,134.453243324211,Fatty acid biosynthesis (unsaturated)
1139,MAR02354,5.97614588928e-06,134.453243324211,Fatty acid biosynthesis (unsaturated)
1140,MAR02355,5.97614588928e-06,134.453243324211,Fatty acid biosynthesis (unsaturated)
1141,MAR02356,5.97614588928e-06,134.453243324211,Fatty acid biosynthesis (unsaturated)
1142,MAR02361,1.195229177856e-05,150.545110774645,Fatty acid biosynthesis (unsaturated)
1143,MAR02362,1.195229177856e-05,150.545110774645,Fatty acid biosynthesis (unsaturated)
1144,MAR02363,1.195229177856e-05,150.545110774645,Fatty acid biosynthesis (unsaturated)
1145,MAR02364,1.195229177856e-05,150.545110774645,Fatty acid biosynthesis (unsaturated)
1146,MAR02190,0,1000,Fatty acid elongation (even-chain)
1147,MAR02191,0,1000,Fatty acid elongation (even-chain)
1148,MAR02193,0,1000,Fatty acid elongation (even-chain)
1149,MAR02194,0,1000,Fatty acid elongation (even-chain)
1150,MAR02201,2.390458355712e-05,1000,Fatty acid elongation (even-chain)
1151,MAR02202,2.390458355712e-05,1000,Fatty acid elongation (even-chain)
1152,MAR02203,2.390458355712e-05,1000,Fatty acid elongation (even-chain)
1153,MAR02204,2.390458355712e-05,1000,Fatty acid elongation (even-chain)
1154,MAR02205,1.792843766784e-05,1000,Fatty acid elongation (even-chain)
1155,MAR02208,1.792843766784e-05,1000,Fatty acid elongation (even-chain)
1156,MAR02209,1.792843766784e-05,1000,Fatty acid elongation (even-chain)
1157,MAR02210,1.792843766784e-05,1000,Fatty acid elongation (even-chain)
1158,MAR02211,1.195229177856e-05,125.007629612802,Fatty acid elongation (even-chain)
1159,MAR02212,1.195229177856e-05,125.007629612802,Fatty acid elongation (even-chain)
1160,MAR02213,1.195229177856e-05,125.007629612802,Fatty acid elongation (even-chain)
1161,MAR02214,1.195229177856e-05,125.007629612802,Fatty acid elongation (even-chain)
1162,MAR02215,5.97614588928e-06,999.99994920276,Fatty acid elongation (even-chain)
1163,MAR02217,5.97614588928e-06,999.99994920276,Fatty acid elongation (even-chain)
1164,MAR02218,5.97614588928e-06,999.99994920276,Fatty acid elongation (even-chain)
1165,MAR02219,5.97614588928e-06,999.99994920276,Fatty acid elongation (even-chain)
1166,MAR02259,1.792843766784e-05,1000,Fatty acid elongation (odd-chain)
1167,MAR02260,1.792843766784e-05,1000,Fatty acid elongation (odd-chain)
1168,MAR02261,1.792843766784e-05,1000,Fatty acid elongation (odd-chain)
1169,MAR02262,1.792843766784e-05,1000,Fatty acid elongation (odd-chain)
1170,MAR02263,1.195229177856e-05,1000,Fatty acid elongation (odd-chain)
1171,MAR02264,1.195229177856e-05,1000,Fatty acid elongation (odd-chain)
1172,MAR02265,1.195229177856e-05,1000,Fatty acid elongation (odd-chain)
1173,MAR02266,1.195229177856e-05,1000,Fatty acid elongation (odd-chain)
1174,MAR02267,5.97614588928e-06,100.000808537383,Fatty acid elongation (odd-chain)
1175,MAR02268,5.97614588928e-06,100.000808537383,Fatty acid elongation (odd-chain)
1176,MAR02269,5.97614588928e-06,100.000808537383,Fatty acid elongation (odd-chain)
1177,MAR02270,5.97614588928e-06,100.000808537383,Fatty acid elongation (odd-chain)
1178,MAR02281,0,189.664568794472,Fatty acid desaturation (even-chain)
1179,MAR02282,0,211.090322333046,Fatty acid desaturation (even-chain)
1180,MAR02284,0,211.09032210401,Fatty acid desaturation (even-chain)
1181,MAR02286,0,999.950632223809,Fatty acid desaturation (even-chain)
1182,MAR02287,0,999.950300921221,Fatty acid desaturation (even-chain)
1183,MAR02292,0,752.528168181667,Fatty acid desaturation (even-chain)
1184,MAR02293,0.00037948526396928,752.526203909264,Fatty acid desaturation (even-chain)
1185,MAR02294,0,752.528168181665,Fatty acid desaturation (even-chain)
1186,MAR02295,0,999.950298313151,Fatty acid desaturation (even-chain)
1187,MAR02296,1.792843766784e-05,706.920418341519,Fatty acid desaturation (even-chain)
1188,MAR02359,0,171.612089611287,Fatty acid desaturation (even-chain)
1189,MAR02365,5.97614588928e-06,150.545104808515,Fatty acid desaturation (even-chain)
1190,MAR02288,5.97614588928e-06,142.857103585327,Fatty acid desaturation (odd-chain)
1191,MAR02289,5.97614588928e-06,142.857103585327,Fatty acid desaturation (odd-chain)
1192,MAR00709,0,-0,Fatty acid biosynthesis
1193,MAR02150,0,199.999936652854,Fatty acid biosynthesis
1194,MAR02151,0.00031673573213184,1000,Fatty acid biosynthesis
1195,MAR02172,0,199.999936652853,Fatty acid biosynthesis
1196,MAR02177,0,166.666613877378,Fatty acid biosynthesis
1197,MAR02182,0,142.857097609181,Fatty acid biosynthesis
1198,MAR02248,0,199.999942628999,Fatty acid biosynthesis
1199,MAR02253,0,166.666624833645,Fatty acid biosynthesis
1200,MAR02258,3.585687533568e-05,142.857142857143,Fatty acid biosynthesis
1201,MAR02440,0,-0,Linoleate metabolism
1202,MAR02441,0,-0,Linoleate metabolism
1203,MAR02455,0,-0,Linoleate metabolism
1204,MAR02456,0,-0,Linoleate metabolism
1205,MAR02457,0,-0,Linoleate metabolism
1206,MAR02458,0,-0,Linoleate metabolism
1207,MAR02459,0,-0,Linoleate metabolism
1208,MAR02460,0,-0,Linoleate metabolism
1209,MAR02465,0,-0,Linoleate metabolism
1210,MAR02466,0,-0,Linoleate metabolism
1211,MAR06397,0,-0,Lipoic acid metabolism
1212,MAR02472,0,522.076496772019,Omega-3 fatty acid metabolism
1213,MAR02475,0,1000,Omega-3 fatty acid metabolism
1214,MAR02478,0,1000,Omega-3 fatty acid metabolism
1215,MAR02480,0,1000,Omega-3 fatty acid metabolism
1216,MAR02482,0,1000,Omega-3 fatty acid metabolism
1217,MAR02484,0,999.950571721825,Omega-3 fatty acid metabolism
1218,MAR02486,0,399.92175581637,Omega-3 fatty acid metabolism
1219,MAR02489,0,399.92175581637,Omega-3 fatty acid metabolism
1220,MAR02491,0,399.92175581637,Omega-3 fatty acid metabolism
1221,MAR02493,0,399.92175581637,Omega-3 fatty acid metabolism
1222,MAR02497,0,399.918991072855,Omega-3 fatty acid metabolism
1223,MAR02499,1.195229177856e-05,399.918991022172,Omega-3 fatty acid metabolism
1224,MAR02501,1.195229177856e-05,399.918991022172,Omega-3 fatty acid metabolism
1225,MAR02503,1.195229177856e-05,399.918991022172,Omega-3 fatty acid metabolism
1226,MAR02505,5.97614588928e-06,399.91898582739,Omega-3 fatty acid metabolism
1227,MAR02510,0,399.918979120563,Omega-3 fatty acid metabolism
1228,MAR02511,0,399.918979120563,Omega-3 fatty acid metabolism
1229,MAR02512,0,399.918979120563,Omega-3 fatty acid metabolism
1230,MAR02513,0,399.918979120563,Omega-3 fatty acid metabolism
1231,MAR02515,5.97614588928e-06,563.526019985183,Omega-3 fatty acid metabolism
1232,MAR02516,5.97614588928e-06,563.526019985183,Omega-3 fatty acid metabolism
1233,MAR02518,5.97614588928e-06,563.526019985183,Omega-3 fatty acid metabolism
1234,MAR02520,5.97614588928e-06,563.526019985183,Omega-3 fatty acid metabolism
1235,MAR02522,0,563.526013999778,Omega-3 fatty acid metabolism
1236,MAR02524,0,563.526013999778,Omega-3 fatty acid metabolism
1237,MAR02526,5.97614588928e-06,90.9364925011953,Omega-3 fatty acid metabolism
1238,MAR02528,5.97614588928e-06,90.9364925011953,Omega-3 fatty acid metabolism
1239,MAR02530,1.195229177856e-05,200.030075231304,Omega-3 fatty acid metabolism
1240,MAR02533,1.195229177856e-05,200.030075231304,Omega-3 fatty acid metabolism
1241,MAR02535,1.195229177856e-05,200.030075231304,Omega-3 fatty acid metabolism
1242,MAR02537,1.195229177856e-05,200.030075231304,Omega-3 fatty acid metabolism
1243,MAR02540,5.97614588928e-06,181.823637275512,Omega-3 fatty acid metabolism
1244,MAR02541,5.97614588928e-06,181.823637275512,Omega-3 fatty acid metabolism
1245,MAR02542,5.97614588928e-06,181.823637275512,Omega-3 fatty acid metabolism
1246,MAR02543,5.97614588928e-06,181.823637275512,Omega-3 fatty acid metabolism
1247,MAR02544,0,333.31676697374,Omega-3 fatty acid metabolism
1248,MAR02545,-333.31676697374,-0,Omega-3 fatty acid metabolism
1249,MAR02546,0,-0,Omega-3 fatty acid metabolism
1250,MAR02548,0,-0,Omega-3 fatty acid metabolism
1251,MAR02549,0,-0,Omega-3 fatty acid metabolism
1252,MAR02551,0,-0,Omega-3 fatty acid metabolism
1253,MAR02552,0,-0,Omega-3 fatty acid metabolism
1254,MAR02553,0,-0,Omega-3 fatty acid metabolism
1255,MAR02555,0,-0,Omega-3 fatty acid metabolism
1256,MAR02556,0,-0,Omega-3 fatty acid metabolism
1257,MAR02557,0,-0,Omega-3 fatty acid metabolism
1258,MAR02560,0,-0,Omega-3 fatty acid metabolism
1259,MAR02561,0,-0,Omega-3 fatty acid metabolism
1260,MAR02562,0,-0,Omega-3 fatty acid metabolism
1261,MAR02563,0,-0,Omega-3 fatty acid metabolism
1262,MAR02566,0,-0,Omega-3 fatty acid metabolism
1263,MAR02570,0,-0,Omega-3 fatty acid metabolism
1264,MAR02571,0,-0,Omega-3 fatty acid metabolism
1265,MAR02572,0,-0,Omega-3 fatty acid metabolism
1266,MAR02573,0,-0,Omega-3 fatty acid metabolism
